Grupo Planificación,ID Equipo,Prioridad,Clase Orden,Plan Orden,Orden,Descripción de la Orden,Puesto Trabajo Responsable,Estado Sistema Orden,Estado Usuario Orden,Autor Orden,Fecha Orden,Fecha Inicion Extremo,Inicio Programado,Inicio Real,Modificado por,Fecha Modificación,Código Estado Sistema,Código Estado Usuario,Estado Sistema,Estado Orden
PAL,PD103,2,ZM02,,10501676,CMB BOMBA DE AGUA (8000),MECPAL01,LIB. DMNV NLIQ PREC,WMAT SPCD,FNINA,02-oct-23,16-ago-24,16-ago-24,,FNINA,02-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD103,2,ZM02,,10501677,"CMB LLAVE DE QUIEBRE DE 10 3/4""",MECPAL01,LIB. DMNV FMAT NLIQ PREC,DPRO SPCD,FNINA,02-oct-23,16-ago-24,16-ago-24,,FNINA,02-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD103,2,ZM02,,10501678,CMB ROD SUPPORT - SOPORTE DE BARRAS,MECPAL01,LIB. DMNV EDET NLIQ PREC,DPRO SPCD,FNINA,02-oct-23,16-ago-24,16-ago-24,,FNINA,02-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD103,2,ZM02,,10501679,CMB CABLES DE PULLDOWN CAB / NCAB,MECPAL01,LIB. DMNV NLIQ PREC,DPRO SPCD,FNINA,02-oct-23,16-ago-24,16-ago-24,,FNINA,02-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD103,2,ZM02,,10501681,CMB JOYSTICK LH / RH,MECPAL01,LIB. DMNV NLIQ PREC,DPRO SPCD,FNINA,02-oct-23,16-ago-24,16-ago-24,,FNINA,02-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD103,2,ZM02,,10501682,CMB CIL DE AVANCE  CAB - PULLDOWN,MECPAL01,LIB. DMNV NLIQ PREC,DPRO SPCD,FNINA,02-oct-23,21-nov-24,21-nov-24,,FNINA,02-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD103,2,ZM02,,10501683,CMB DE WINCHE,MECPAL01,LIB. DMNV FMAT NLIQ PREC,DPRO SPCD,FNINA,02-oct-23,21-nov-24,21-nov-24,,FNINA,02-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD103,2,ZM02,,10501689,CMB BOMBA DE GRASA,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,FNINA,02-oct-23,21-nov-24,21-nov-24,,FNINA,08-ene-24,LIB.,WMAT,ABIE,WMAT
PAL,PD103,2,ZM02,,10501696,CMB CADENA CAB / N CAB,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,02-oct-23,21-nov-24,21-nov-24,,FNINA,08-ene-24,LIB.,WMAT,ABIE,WMAT
PAL,PD103,2,ZM02,,10501697,CMB RUEDA DENTADA DE MANDO FINAL NO CAB,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,02-oct-23,21-nov-24,21-nov-24,,FNINA,12-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD103,2,ZM02,,10501698,CMB RUEDA DENTADA DE MANDO FINAL  CAB,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,02-oct-23,21-nov-24,21-nov-24,,FNINA,12-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD103,2,ZM02,,10501699,CMB BOMBA HYD PRINCIPAL NO CAB ROTACION,MECPAL01,LIB. DMNV NLIQ PREC,WMAT SPCD,FNINA,02-oct-23,21-nov-24,21-nov-24,,FNINA,08-ene-24,LIB.,WMAT,ABIE,WMAT
PAL,PD103,2,ZM02,,10501700,CMB MOTOR HYD PRESURIZADOR SALA MAQUINAS,MECPAL01,LIB. DMNV NLIQ PREC,DPRO SPCD,FNINA,02-oct-23,21-nov-24,21-nov-24,,FNINA,08-ene-24,LIB.,DPRO,ABIE,DPRO
PAL,PD401,2,ZM02,,10501921,CMB ENFRIADOR HIDRAULICO,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,03-oct-23,08-abr-24,08-abr-24,,FNINA,15-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD401,2,ZM02,,10501922,CMB FRENO DE LEVANTE/PULLDOWN,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,03-oct-23,08-abr-24,08-abr-24,,FNINA,20-ene-24,LIB.,WMAT,ABIE,WMAT
PAL,PD401,2,ZM02,,10501925,CMB DE MANDO DE BOMBAS,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,03-oct-23,08-abr-24,08-abr-24,,FNINA,15-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD401,2,ZM02,,10501926,CMB BLOWER MOTOR ROTACION,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,03-oct-23,08-abr-24,08-abr-24,,UGPMCONFSU02,27-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD401,2,ZM02,,10501927,CMB DE BOMBA 65 GLNS,MECPAL01,LIB. DMNV EDET MOVM NLIQ PREC,EJEC SPCD,FNINA,03-oct-23,08-abr-24,08-abr-24,,FNINA,30-mar-24,LIB.,EJEC,ABIE,EJEC
PAL,PD401,2,ZM02,,10501931,CMB DE BARRA EQUALIZADORA,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,03-oct-23,08-abr-24,08-abr-24,,FNINA,15-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD401,2,ZM02,,10501932,CMB BASTIDOR LADO CAB / NCAB,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,03-oct-23,08-abr-24,08-abr-24,,FNINA,12-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD401,2,ZM02,,10501933,CMB DE CILINDRO TENSADOR CADENA LH / RH,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,03-oct-23,08-abr-24,08-abr-24,,FNINA,15-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD401,2,ZM02,,10501934,CMB EJE PRINCIPAL DE CARRILERÍA,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,03-oct-23,08-abr-24,08-abr-24,,FNINA,20-ene-24,LIB.,WMAT,ABIE,WMAT
PAL,PD401,2,ZM02,,10501935,CMB MANDO DE PROPULSIÓN  RH/CAB,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,FNINA,03-oct-23,08-abr-24,08-abr-24,,FNINA,11-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD401,2,ZM02,,10501936,CMB MANDO DE PROPULSIÓN LH/NC,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,FNINA,03-oct-23,08-abr-24,08-abr-24,,FNINA,15-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD401,2,ZM02,,10501937,CMB MOTOR ELECTRICO PRINCIPAL (800 HP),MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,03-oct-23,08-abr-24,08-abr-24,,FNINA,28-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD401,2,ZM02,,10501938,CMB RUEDA GUIA DE CADENA CAB / NCAB,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,03-oct-23,08-abr-24,08-abr-24,,FNINA,12-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD401,2,ZM02,,10501939,CMB BOMBA DE AGUA GP,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,03-oct-23,16-sep-24,16-sep-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD401,2,ZM02,,10501940,CMB CADENA + SPROCKET LADO CAB / NCAB,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,03-oct-23,16-sep-24,16-sep-24,,FNINA,12-abr-24,LIB.,PLAN,ABIE,PLAN
PAL,PD401,2,ZM02,,10501941,CMB BOMBA DE GRASA,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,03-oct-23,16-sep-24,16-sep-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD401,2,ZM02,,10501942,CMB LLAVE DE PISO LADO CAB / NCAB,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,03-oct-23,16-sep-24,16-sep-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD401,2,ZM02,,10501943,CMB ESTABILIZADOR NO PERF NC/ DEL LH,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,03-oct-23,16-sep-24,16-sep-24,,FNINA,07-ene-24,LIB.,PLAN,ABIE,PLAN
PAL,PD401,2,ZM02,,10501944,CMB ESTABILIZADOR  PERF C / POST RH,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,03-oct-23,16-sep-24,16-sep-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD401,2,ZM02,,10501945,CMB ESTABILIZADOR  PERF NC/POST LH,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,03-oct-23,16-sep-24,16-sep-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD401,2,ZM02,,10501946,CMB BLOWER MOTOR PULLDOWN,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,03-oct-23,16-sep-24,16-sep-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD401,2,ZM02,,10501947,CMB RODILLO SUPERIOR-INFERIOR RODADO LC,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,03-oct-23,16-sep-24,16-sep-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD401,2,ZM02,,10501948,CMB RODILLO SUPERIOR-INFERIOR RODADO LNC,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,PLAN SPCD,FNINA,03-oct-23,16-sep-24,16-sep-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD402,,ZM02,,10501949,CMB MOTOR HIDRÁULICO COMPRESOR DE A/C,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,FNINA,03-oct-23,16-may-24,16-may-24,,FNINA,15-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD402,2,ZM02,,10501950,CMB DE MANDO DE BOMBAS,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,FNINA,04-oct-23,16-may-24,16-may-24,,FNINA,15-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD402,2,ZM02,,10501952,CMB EVAPORADOR A/C + CONDENSADOR,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,04-oct-23,16-may-24,16-may-24,,FNINA,15-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD402,2,ZM02,,10501953,CMB BOMBA DE GRASA,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,04-oct-23,11-oct-24,11-oct-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10501954,CMB FRENO DE LEVANTE/PULLDOWN,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,PLAN SPCD,FNINA,04-oct-23,11-oct-24,11-oct-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10501955,CMB BOMBA PROPULSION LADO NCAB,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,04-oct-23,11-oct-24,11-oct-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10501956,CMB MANDO DE PROPULSIÓN  RH/CAB,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,DPRO SPCD,FNINA,04-oct-23,15-abr-24,15-abr-24,,FNINA,13-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD402,2,ZM02,,10501957,CMB BARRA EQUALIZADORA,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,04-oct-23,11-oct-24,11-oct-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10501958,CMB BASTIDOR LADO CAB / NCAB,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,04-oct-23,11-oct-24,11-oct-24,,FNINA,12-abr-24,LIB.,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10501959,CMB CILINDRO TENSADOR CADENA LH / RH,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,04-oct-23,11-oct-24,11-oct-24,,FNINA,29-nov-23,LIB.,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10501960,CMB EJE PRINCIPAL DE CARRILERÍA,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,04-oct-23,11-oct-24,11-oct-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10501961,CMB MOTOR ELECTRICO PRINCIPAL (800 HP),MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,04-oct-23,11-oct-24,11-oct-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10501962,CMB RUEDA GUIA DE CADENA CAB / NCAB,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,PLAN SPCD,FNINA,04-oct-23,11-oct-24,11-oct-24,,FNINA,12-abr-24,LIB.,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10501963,CMB BOMBA DE AGUA GP,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,04-oct-23,11-oct-24,11-oct-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10501964,CMB CILINDRO VISOR DE BROCA,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,PLAN SPCD,FNINA,04-oct-23,11-oct-24,11-oct-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10501965,CMB LLAVE DE PISO LADO CAB / NCAB,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,PLAN SPCD,FNINA,04-oct-23,11-oct-24,11-oct-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10501966,CMB ENFRIADOR HIDRAULICO,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,PLAN SPCD,FNINA,04-oct-23,11-oct-24,11-oct-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10501967,CMB DE BOMBA 65 GLNS,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,PLAN SPCD,FNINA,04-oct-23,11-oct-24,11-oct-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10501968,CMB ESTABILIZADOR  PERF C / POST RH,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,04-oct-23,11-oct-24,11-oct-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10501969,CMB CADENA + SPROCKET LADO CAB / NCAB,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,PLAN SPCD,FNINA,04-oct-23,11-oct-24,11-oct-24,,FNINA,12-abr-24,LIB.,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10501970,CMB MOTOR HYD CABLE REEL,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,PLAN SPCD,FNINA,04-oct-23,11-oct-24,11-oct-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10501971,CMB RODILLO SUPERIOR-INFERIOR RODADO LC,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,PLAN SPCD,FNINA,04-oct-23,11-oct-24,11-oct-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10501972,CMB RODILLO SUPERIOR-INFERIOR RODADO LNC,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,PLAN SPCD,FNINA,04-oct-23,11-oct-24,11-oct-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10501973,CMB ESTABILIZADOR NO PERF NC/ DEL LH,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,04-oct-23,11-oct-24,11-oct-24,,FNINA,07-ene-24,LIB.,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10501974,CMB ESTABILIZADOR  NO  PERF C/ DEL RH,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,04-oct-23,11-oct-24,11-oct-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10501975,CMB BLOWER MOTOR ROTACION,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,04-oct-23,11-oct-24,11-oct-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10501976,CMB BLOWER MOTOR PULLDOWN,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,04-oct-23,11-oct-24,11-oct-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD401,3,ZM02,6851,10507291,MANTENIMIENTO PREVENTIVO PM4,MECPAL01,LIB. IMPR DMNV EDET MOVM NLIQ PREC,PROG SPCD,FNINA,17-oct-23,08-ene-24,08-ene-24,,JPAREDES,10-ene-24,LIB.,PROG,ABIE,PROG
PAL,PD301,2,ZM02,4672,10507312,LAVADO DE RADIADORES,MECPAL01,LIB. DMNV KKMP NLIQ PREC,DPRO SPCD,FNINA,17-oct-23,29-abr-24,29-abr-24,,UGPMMAININ08,10-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD301,3,ZM02,4672,10507314,MANTENIMIENTO PREVENTIVO SIST. A/C,MINELC01,LIB. DMNV KKMP NLIQ PREC,DPRO SPCD,FNINA,17-oct-23,29-abr-24,29-abr-24,,UGPMMAININ08,10-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD302,3,ZM02,4679,10507318,LAVADO DE RADIADORES,MECPAL01,LIB. IMPR DMNV KKMP NLIQ PREC,RPRG SPCD,FNINA,17-oct-23,08-may-24,08-may-24,,UGPMMAININ05,19-mar-24,LIB.,RPRG,ABIE,RPRG
PAL,PD301,2,ZM02,,10510629,MIGRACION DE UP-GRADE DEL SISTEMA ANSUL,MECPAL01,LIB. IMPR DMNV KKMP NLIQ PREC,DPRO SPCD,TFABIAN,23-nov-23,24-may-24,24-may-24,,UGPMMAININ05,28-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD302,2,ZM02,,10510630,MIGRACION DE UP-GRADE DEL SISTEMA ANSUL,MECPAL01,LIB. IMPR DMNV KKMP NLIQ PREC,DPRO SPCD,TFABIAN,23-nov-23,08-may-24,08-may-24,,UGPMMAININ05,19-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD302,2,ZM02,,10512294,MANTENIMIENTO TRIMESTRAL 200-FP-011,TEC_SCI,LIB. DMNV KKMP NLIQ PREC,DPRO SPCD,TFABIAN,11-dic-23,08-may-24,08-may-24,,UGPMMAININ05,19-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD101,3,ZM02,4651,10512460,INSPECCION PRE-PM MECANICO,MECPAL01,LIB. IMPR DMNV EDET MOVM NLIQ PREC,PROG SPCD,FNINA,13-dic-23,09-ene-24,09-ene-24,,JPAREDES,10-ene-24,LIB.,PROG,ABIE,PROG
PAL,PD102,3,ZM02,4658,10512474,CAMBIO ACEITE DEL WINCHE,MECPAL01,LIB. IMPR DMNV NLIQ PREC,RPRG SPCD,FNINA,13-dic-23,08-may-24,08-may-24,,UGPMMAININ08,06-abr-24,LIB.,RPRG,ABIE,RPRG
PAL,PD301,3,ZM02,4672,10512550,MANTENIMIENTO PREVENTIVO PM6 (m),MINMEC01,LIB. DMNV EDET FMAT NLIQ PREC,DPRO SPCD,FNINA,13-dic-23,10-may-24,10-may-24,,FNINA,14-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD301,2,ZM02,4672,10512551,LAVADO DE RADIADORES,MINMEC01,LIB. DMNV KKMP NLIQ PREC,DPRO SPCD,FNINA,13-dic-23,10-may-24,10-may-24,,FNINA,14-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD301,2,ZM02,4672,10512552,Preparar insumos y Rptos p/PM6 (m),MECPAL01,LIB. DMNV KKMP NLIQ PREC,DPRO SPCD,FNINA,13-dic-23,10-may-24,10-may-24,,FNINA,14-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD301,3,ZM02,4672,10512553,MANTENIMIENTO PREVENTIVO SIST. A/C,MINELC01,LIB. DMNV KKMP NLIQ PREC,DPRO SPCD,FNINA,13-dic-23,10-may-24,10-may-24,,FNINA,14-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD301,3,ZM02,4672,10512554,MANTENIMIENTO PREVENTIVO PM6 (e),MINELC01,LIB. DMNV KKMP NLIQ PREC,DPRO SPCD,FNINA,13-dic-23,10-may-24,10-may-24,,FNINA,14-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD301,2,ZM02,4672,10512555,MNTO & INSP EQUIPO SIST LUBRICA - SGS,MECPAL01,LIB. DMNV KKMP NLIQ PREC,DPRO SPCD,FNINA,13-dic-23,10-may-24,10-may-24,,FNINA,14-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD301,2,ZM02,4672,10512556,"IV, NDT: CHASIS Y TORRE",INGCONFM,LIB. DMNV KKMP NLIQ PREC,DPRO SPCD,FNINA,13-dic-23,10-may-24,10-may-24,,FNINA,14-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD301,2,ZM02,4672,10512557,UT: PINES DE TORRE,INGCONFM,LIB. DMNV KKMP NLIQ PREC,DPRO SPCD,FNINA,13-dic-23,10-may-24,10-may-24,,FNINA,14-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD301,2,ZM02,4672,10512558,"IV, NDT: RÓTULAS DE GATAS HIDRÁULICAS",INGCONFM,LIB. DMNV KKMP NLIQ PREC,DPRO SPCD,FNINA,13-dic-23,10-may-24,10-may-24,,FNINA,14-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD302,3,ZM02,4679,10512561,MANTENIMIENTO PREVENTIVO PM1 (m),MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,DPRO SPCD,FNINA,13-dic-23,17-may-24,17-may-24,,FNINA,14-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD302,3,ZM02,4679,10512562,LAVADO DE RADIADORES,MECPAL01,LIB. DMNV KKMP NLIQ PREC,DPRO SPCD,FNINA,13-dic-23,17-may-24,17-may-24,,FNINA,14-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD302,3,ZM02,4679,10512563,Preparar insumos y Rptos p/PM1 (m),MECPAL01,LIB. DMNV KKMP NLIQ PREC,DPRO SPCD,FNINA,13-dic-23,17-may-24,17-may-24,,FNINA,14-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD302,3,ZM02,4679,10512564,MANTENIMIENTO PREVENTIVO SIST. A/C,MINELC01,LIB. DMNV KKMP NLIQ PREC,DPRO SPCD,FNINA,13-dic-23,17-may-24,17-may-24,,FNINA,14-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD302,3,ZM02,4679,10512565,MANTENIMIENTO PREVENTIVO PM1 (e),MINELC01,LIB. DMNV KKMP NLIQ PREC,DPRO SPCD,FNINA,13-dic-23,17-may-24,17-may-24,,FNINA,14-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD302,2,ZM02,4679,10512566,MNTO & INSP EQUIPO SIST LUBRICA - SGS,MECPAL01,LIB. DMNV KKMP NLIQ PREC,DPRO SPCD,FNINA,13-dic-23,17-may-24,17-may-24,,FNINA,14-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD102,2,ZM02,10237,10512599,INSP EQUIPO Y CARRO DE PERFORACIÓN,MECPAL01,LIB. DMNV KKMP NLIQ PREC,PROG SPCD,IP1020231213,13-dic-23,22-ene-23,13-ene-24,,JFAILOC,13-ene-24,LIB.,PROG,ABIE,PROG
PAL,PD102,2,ZM02,10237,10512607,INSP EQUIPO & ABAST. GRASA - SGS,MECPAL01,LIB. DMNV KKMP NLIQ PREC,PROG SPCD,IP1020231213,13-dic-23,22-ene-23,13-ene-24,,JFAILOC,13-ene-24,LIB.,PROG,ABIE,PROG
PAL,PD102,2,ZM02,10237,10512615,LUBRICACIÓN BOMBA DE AGUA,MECPAL01,LIB. DMNV KKMP NLIQ PREC,PROG SPCD,IP1020231213,13-dic-23,22-ene-23,13-ene-24,,JFAILOC,13-ene-24,LIB.,PROG,ABIE,PROG
PAL,PD102,2,ZM02,,10515480,MIGRACIÓN DE UP-GRADE DEL SISTEMA ANSUL,MECPAL01,LIB. IMPR DMNV KKMP NLIQ PREC,PROG SPCD,KQUISPE,28-dic-23,19-ene-24,19-ene-24,,JFAILOC,17-ene-24,LIB.,PROG,ABIE,PROG
PAL,PD101,3,ZM02,4651,10518657,PRESURIZACION DE CABINA,MINELC01,CTEC NOTI IMPR DMNV KKMP NLIQ PREC,EJEC SPCD,FNINA,08-ene-24,15-mar-24,15-mar-24,15-mar-24,UGPMALTENS01,16-mar-24,CTEC,EJEC,CERR,CERR
PAL,PD102,3,ZM02,4658,10518673,MANTENIMIENTO PREVENTIVO SIST. A/C,MINELC01,LIB. DMNV KKMP NLIQ PREC,DPRO SPCD,FNINA,08-ene-24,08-may-24,08-may-24,,UGPMMAININ08,06-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD102,3,ZM02,4658,10518675,LIMPIEZA GRUPO RADIADORES,MECPAL01,LIB. DMNV KKMP NLIQ PREC,DPRO SPCD,FNINA,08-ene-24,08-may-24,08-may-24,,UGPMMAININ08,06-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD103,3,ZM02,4665,10518697,ULTRASONIDO: EJE PRINCIPAL,INGCONFM,LIB. IMPR DMNV KKMP NLIQ PREC,PROG SPCD,FNINA,08-ene-24,27-feb-24,27-feb-24,,JFAILOC,21-feb-24,LIB.,PROG,ABIE,PROG
PAL,PD103,3,ZM02,4665,10518698,ULTRASONIDO: PINES CASTILLO,INGCONFM,LIB. IMPR DMNV KKMP NLIQ PREC,PROG SPCD,FNINA,08-ene-24,27-feb-24,27-feb-24,,JFAILOC,21-feb-24,LIB.,PROG,ABIE,PROG
PAL,PD103,3,ZM02,4665,10518699,INSPECCIÓN NDT  GENERAL DEL EQUIPO,INGCONFM,LIB. IMPR DMNV KKMP NLIQ PREC,PROG SPCD,FNINA,08-ene-24,27-feb-24,27-feb-24,,JFAILOC,21-feb-24,LIB.,PROG,ABIE,PROG
PAL,PD103,2,ZM02,10238,10518826,LUBRICACIÓN BOMBA DE AGUA,MECPAL01,LIB. IMPR DMNV KKMP NLIQ PREC,PROG SPCD,IP1020240108,08-ene-24,24-feb-24,24-feb-24,,JFAILOC,21-feb-24,LIB.,PROG,ABIE,PROG
